claim_id,customer_id,policy_type,claim_type,claim_date,claim_amount,deductible,payout_amount,claim_status,processing_days,adjuster_id,province,claim_frequency_90d,amount_vs_avg_ratio,weekend_filing,late_reporting_days,documentation_score,witness_present,police_report_filed,previous_claims_count,policy_age_days
CLM0001388,CUS003604,Auto,Comprehensive,2025-02-15,1205.41,500,705.41,Under Review,6,ADJ029,QC,0,0.9306633038467709,0,4,98,0,0,0,2790
CLM0001389,CUS000724,Auto,Collision,2025-12-29,1656.21,750,906.21,Approved,20,ADJ027,AB,2,1.2730929414228767,1,3,97,1,1,0,1973
CLM0001390,CUS000786,Home,Vandalism,2024-04-26,3845.38,1500,2345.38,Under Review,52,ADJ002,ON,6,1.542175937088943,1,5,57,0,0,11,277
CLM0001391,CUS000589,Auto,Collision,2025-12-13,3092.78,750,2342.78,Approved,53,ADJ013,BC,1,0.9951435581761322,1,2,86,1,0,0,3289
CLM0001392,CUS003787,Auto,Theft,2025-10-07,4873.27,750,4123.27,Approved,11,ADJ047,QC,3,2.0133662703443513,0,6,79,0,0,9,4381
CLM0001393,CUS004013,Auto,Liability,2025-11-12,13317.12,750,12567.12,Approved,20,ADJ026,ON,0,0.7031951236877381,0,0,95,0,1,1,3201
CLM0001394,CUS003790,Auto,Theft,2025-08-25,13701.24,750,12951.24,Approved,5,ADJ047,ON,1,1.1867497436238006,0,2,91,0,1,0,3070
CLM0001395,CUS004133,Home,Vandalism,2024-04-24,1019.0,1500,0.0,Approved,14,ADJ012,ON,0,0.9809061099474115,0,4,94,1,0,1,-179
CLM0001396,CUS002024,Auto,Comprehensive,2025-11-12,5542.17,750,4792.17,Denied,14,ADJ028,ON,3,2.4443868284237666,0,12,68,1,1,6,1026
CLM0001397,CUS003097,Auto,Comprehensive,2024-09-28,2892.39,750,2142.39,Approved,15,ADJ045,QC,1,1.0480410538984533,0,1,78,0,1,0,3048
CLM0001398,CUS002804,Home,Theft,2025-07-31,1780.49,1500,280.49,Approved,8,ADJ047,ON,0,1.0829191080316138,0,3,81,1,1,1,5252
CLM0001399,CUS000403,Auto,Comprehensive,2024-10-23,480.11,500,0.0,Approved,23,ADJ031,BC,1,0.9298825071569825,0,3,97,0,1,3,694
CLM0001400,CUS004638,Home,Theft,2025-10-22,5935.35,2000,3935.35,Closed,26,ADJ017,MB,1,2.343132533200871,0,15,50,0,0,5,4526
CLM0001401,CUS003831,Auto,Comprehensive,2025-04-16,363.69,750,0.0,Approved,3,ADJ010,BC,1,1.0198467343280946,0,0,90,1,0,2,2982
CLM0001402,CUS003261,Auto,Collision,2025-04-15,12950.39,750,12200.39,Approved,14,ADJ045,MB,0,1.1178227373043073,0,0,95,0,0,3,4165
CLM0001403,CUS003807,Auto,Liability,2024-05-24,9925.32,1000,8925.32,Approved,4,ADJ004,BC,0,0.9833102258371229,0,4,93,1,1,0,4089
CLM0001404,CUS002108,Home,Water Damage,2025-03-26,5576.46,1000,4576.46,Denied,14,ADJ029,QC,1,0.9529733607250346,0,2,77,0,1,2,4800
CLM0001405,CUS002361,Auto,Vandalism,2024-11-03,2744.36,500,2244.36,Approved,37,ADJ033,QC,0,0.9718692286835618,0,4,75,1,1,0,2804
CLM0001406,CUS001086,Home,Water Damage,2024-11-25,7703.94,1500,6203.94,Approved,7,ADJ027,ON,1,0.9671133373096346,1,4,75,1,1,0,2854
CLM0001407,CUS004844,Auto,Collision,2024-11-30,1502.7,750,752.7,Approved,25,ADJ018,AB,1,1.1015838976048857,0,2,80,0,1,0,4679
CLM0001408,CUS002695,Home,Weather,2024-12-15,571.52,1500,0.0,Approved,3,ADJ001,QC,0,0.8912163648411902,1,3,99,1,1,2,1001
CLM0001409,CUS004214,Auto,Comprehensive,2025-09-05,1152.36,750,402.36,Closed,5,ADJ038,QC,2,1.2365385201119448,0,2,93,1,1,0,4542
CLM0001410,CUS004044,Auto,Collision,2025-12-07,3731.92,750,2981.92,Approved,3,ADJ004,ON,0,0.8213432266117634,0,4,84,1,1,3,4085
CLM0001411,CUS001876,Home,Weather,2025-06-10,4810.55,1500,3310.55,Approved,4,ADJ033,QC,0,1.1658028345040101,0,2,93,1,1,0,4717
CLM0001412,CUS001757,Home,Liability,2025-12-26,3742.32,500,3242.32,Approved,4,ADJ048,MB,0,0.898243645413028,0,1,85,0,0,0,968
CLM0001413,CUS000893,Auto,Liability,2025-09-21,7074.54,1000,6074.54,Denied,46,ADJ038,ON,0,0.87450410323817,1,0,91,1,1,1,5060
CLM0001414,CUS003582,Auto,Collision,2025-05-19,3126.16,750,2376.16,Approved,29,ADJ031,BC,2,1.9602622051522798,0,12,64,0,0,7,4843
CLM0001415,CUS000408,Auto,Liability,2024-07-10,9372.73,500,8872.73,Approved,18,ADJ028,NB,1,0.8969934950116311,1,0,95,1,1,1,-71
CLM0001416,CUS002670,Auto,Liability,2024-12-12,58911.75,1000,57911.75,Approved,3,ADJ024,QC,0,0.737331041311701,0,0,90,1,1,0,1599
CLM0001417,CUS004368,Auto,Comprehensive,2025-03-22,552.75,1000,0.0,Denied,44,ADJ013,BC,0,0.7137235017026987,0,1,84,0,1,0,3899
CLM0001418,CUS000521,Auto,Theft,2024-06-06,8062.61,750,7312.61,Approved,6,ADJ041,NL,0,1.006016425300443,0,3,80,0,1,0,2141
CLM0001419,CUS001275,Home,Fire,2024-04-06,45285.6,1000,44285.6,Closed,7,ADJ021,ON,0,0.9940808785468268,0,4,90,1,1,0,3808
CLM0001420,CUS003983,Home,Fire,2025-07-18,37165.03,1000,36165.03,Approved,4,ADJ036,QC,0,1.06850283241039,0,1,83,1,0,3,61
CLM0001421,CUS002634,Auto,Collision,2024-07-24,3281.45,1000,2281.45,Closed,14,ADJ050,ON,0,1.1626316166627635,0,2,83,1,0,1,462
CLM0001422,CUS002783,Auto,Comprehensive,2025-05-16,1043.41,500,543.41,Approved,12,ADJ023,QC,1,0.7179601649526847,0,3,96,1,0,0,5087
CLM0001423,CUS000485,Auto,Comprehensive,2024-08-31,9353.34,750,8603.34,Approved,5,ADJ012,AB,0,1.2582088426750078,1,0,77,0,1,1,493
CLM0001424,CUS000128,Auto,Comprehensive,2025-10-01,2842.92,500,2342.92,Approved,5,ADJ048,QC,0,0.8083288502261416,0,3,86,1,1,2,2675
CLM0001425,CUS002944,Auto,Collision,2025-03-05,4342.33,250,4092.33,Approved,11,ADJ022,BC,0,1.2293896059581864,1,4,75,0,0,1,3043
CLM0001426,CUS004173,Auto,Comprehensive,2025-09-25,1699.5,750,949.5,Denied,6,ADJ038,SK,1,0.8572904241530823,0,4,88,1,1,0,2423
CLM0001427,CUS001640,Auto,Collision,2025-07-23,5170.36,750,4420.36,Approved,9,ADJ005,ON,1,1.2390021013223147,1,2,90,1,1,0,437
CLM0001428,CUS002127,Auto,Theft,2025-01-13,10618.37,1000,9618.37,Denied,14,ADJ033,AB,1,1.2686978695870057,0,4,87,0,1,1,3677
CLM0001429,CUS004409,Home,Water Damage,2025-12-03,4776.82,1500,3276.82,Approved,5,ADJ039,BC,0,1.074312779849559,0,2,98,1,1,3,5041
CLM0001430,CUS000988,Home,Water Damage,2024-06-18,12488.82,2000,10488.82,Under Review,3,ADJ039,AB,0,1.0712302831331195,1,3,76,0,1,2,3238
CLM0001431,CUS004351,Home,Fire,2025-05-05,41758.06,2000,39758.06,Denied,37,ADJ014,ON,1,1.2236505697484583,0,3,91,1,1,0,1802
CLM0001432,CUS004488,Auto,Collision,2024-08-21,15874.11,750,15124.11,Approved,16,ADJ048,ON,1,3.684699159459117,1,13,48,1,0,5,4762
CLM0001433,CUS000331,Auto,Comprehensive,2025-05-09,436.96,750,0.0,Denied,20,ADJ021,NB,0,1.1416536253196858,0,0,98,1,1,1,4004
CLM0001434,CUS004608,Auto,Comprehensive,2025-07-25,4741.21,1000,3741.21,Closed,18,ADJ030,QC,0,3.7014499827344545,1,7,49,0,1,3,413
CLM0001435,CUS001034,Auto,Comprehensive,2025-04-08,1010.15,750,260.15,Approved,11,ADJ016,QC,0,0.8823113526117257,0,4,90,1,1,0,4441
CLM0001436,CUS003507,Auto,Collision,2025-01-29,14495.78,1000,13495.78,Approved,18,ADJ025,BC,2,1.0216585369201716,1,4,80,1,0,0,79
CLM0001437,CUS002283,Auto,Liability,2024-07-31,23195.81,1000,22195.81,Approved,15,ADJ048,SK,2,1.2495804087460716,0,3,97,0,0,3,1947
CLM0001438,CUS004289,Auto,Comprehensive,2025-05-24,5058.35,1000,4058.35,Approved,3,ADJ026,QC,1,1.1906146822486914,1,4,82,1,0,0,3169
CLM0001439,CUS004636,Home,Liability,2025-08-15,24647.1,1500,23147.1,Approved,27,ADJ004,ON,2,1.2645326776890689,0,2,80,1,1,0,2594
CLM0001440,CUS000746,Auto,Comprehensive,2024-04-05,2557.74,1000,1557.74,Approved,6,ADJ017,QC,1,1.0608142536117717,1,4,86,0,1,2,4033
CLM0001441,CUS004159,Auto,Comprehensive,2024-02-09,4490.88,1000,3490.88,Denied,7,ADJ033,ON,0,0.880307196593617,0,2,80,1,0,2,1816
CLM0001442,CUS003229,Auto,Collision,2024-12-04,8051.34,500,7551.34,Approved,26,ADJ019,ON,0,0.8804356438982303,0,2,78,1,1,0,2199
CLM0001443,CUS004914,Auto,Liability,2025-02-18,28619.91,1000,27619.91,Approved,10,ADJ030,MB,0,1.0332183296982578,0,1,96,1,1,1,3638
CLM0001444,CUS000272,Home,Theft,2025-04-06,2652.53,1500,1152.53,Approved,21,ADJ025,ON,0,0.8955974421442299,0,3,95,1,1,0,5001
CLM0001445,CUS003302,Auto,Collision,2024-12-16,19613.44,750,18863.44,Denied,28,ADJ036,QC,1,0.7418212378883424,0,1,78,1,0,3,2907
CLM0001446,CUS004817,Auto,Liability,2024-05-06,66249.64,750,65499.64,Approved,3,ADJ037,QC,2,0.741460473188293,0,1,83,1,0,1,1876
CLM0001447,CUS004026,Auto,Liability,2025-10-10,144296.33,500,143796.33,Approved,20,ADJ002,ON,0,1.2039190260520405,1,4,75,1,0,1,-49
CLM0001448,CUS003858,Auto,Theft,2025-11-05,7214.4,1000,6214.4,Approved,4,ADJ028,BC,0,1.0758998137093974,0,0,87,1,0,1,2545
CLM0001449,CUS003116,Auto,Collision,2024-03-12,1731.62,500,1231.62,Denied,13,ADJ038,MB,0,1.28498012600522,1,0,92,1,0,0,19
CLM0001450,CUS001759,Auto,Collision,2025-04-19,12333.24,1000,11333.24,Denied,14,ADJ006,NS,2,2.478898444771014,0,4,51,0,0,3,1153
CLM0001451,CUS003147,Auto,Vandalism,2024-09-28,958.65,750,208.65,Approved,13,ADJ045,ON,0,0.8420427852713326,0,4,75,1,0,1,2491
CLM0001452,CUS001610,Auto,Collision,2025-01-01,14597.71,750,13847.71,Approved,36,ADJ047,SK,0,1.1181907382609277,0,4,80,1,0,3,4192
CLM0001453,CUS004258,Auto,Comprehensive,2024-09-20,5380.75,500,4880.75,Approved,25,ADJ043,BC,2,2.4040245556488324,1,12,69,0,1,4,4861
CLM0001454,CUS003817,Auto,Collision,2024-12-26,5736.5,1000,4736.5,Approved,5,ADJ018,ON,2,0.7136908079183171,1,4,77,0,1,2,2080
CLM0001455,CUS004559,Auto,Collision,2025-11-29,3877.21,1000,2877.21,Approved,18,ADJ032,QC,0,1.100570081316308,1,2,99,1,1,1,2660
CLM0001456,CUS000528,Auto,Liability,2024-09-05,26432.65,750,25682.65,Approved,4,ADJ028,BC,0,0.9874072728928677,1,4,98,1,1,1,-41
CLM0001457,CUS000324,Auto,Collision,2024-08-26,4633.56,500,4133.56,Approved,4,ADJ002,QC,1,1.0045514808823524,0,1,99,0,0,0,4503
CLM0001458,CUS000945,Auto,Liability,2025-02-17,6406.96,500,5906.96,Under Review,3,ADJ031,NS,1,1.1193792840464587,0,1,85,0,1,2,4599
CLM0001459,CUS002527,Auto,Comprehensive,2025-09-29,208.36,750,0.0,Denied,30,ADJ047,BC,1,1.2668193407535195,1,3,95,1,0,0,471
CLM0001460,CUS002212,Auto,Comprehensive,2024-11-17,3085.12,1000,2085.12,Denied,27,ADJ021,MB,0,1.262350786349585,0,4,81,1,1,0,1056
CLM0001461,CUS004880,Home,Water Damage,2025-12-10,19338.65,1500,17838.65,Approved,14,ADJ021,ON,1,0.7793648703947469,1,2,86,1,0,0,478
CLM0001462,CUS001705,Home,Weather,2024-12-16,8300.92,2000,6300.92,Approved,12,ADJ017,ON,0,1.0170221541813522,0,2,96,1,0,1,4625
CLM0001463,CUS004392,Auto,Comprehensive,2024-11-24,954.66,250,704.66,Approved,58,ADJ034,MB,1,1.2355917443755955,0,4,75,0,1,0,3293
CLM0001464,CUS000842,Home,Theft,2025-09-20,7063.11,500,6563.11,Approved,13,ADJ003,BC,1,0.9201561635164355,1,1,82,1,0,3,5073
CLM0001465,CUS001687,Home,Weather,2024-11-28,6968.15,1500,5468.15,Under Review,33,ADJ023,QC,0,1.1085600631605161,0,2,86,1,0,1,1900
CLM0001466,CUS000803,Auto,Collision,2024-12-15,4608.05,1000,3608.05,Closed,5,ADJ021,QC,0,0.7914358607465002,0,3,86,1,0,0,3194
CLM0001467,CUS001474,Auto,Liability,2025-06-07,49622.86,1000,48622.86,Approved,8,ADJ044,AB,0,0.8394314633268216,0,0,76,0,1,1,579
CLM0001468,CUS003404,Home,Water Damage,2025-04-22,14209.69,1000,13209.69,Approved,15,ADJ041,BC,1,0.7023728490162083,0,4,94,1,1,3,412
CLM0001469,CUS002855,Auto,Vandalism,2024-10-03,932.66,1000,0.0,Approved,28,ADJ012,ON,2,0.8648472366132808,0,2,89,1,0,2,-238
CLM0001470,CUS000245,Auto,Collision,2024-12-21,28392.56,1000,27392.56,Closed,6,ADJ033,QC,0,1.0243748870784044,0,0,99,0,1,0,3812
CLM0001471,CUS001246,Auto,Vandalism,2025-06-20,1251.39,750,501.39,Approved,10,ADJ037,AB,0,1.2856937547796314,1,3,76,1,1,0,3699
CLM0001472,CUS000728,Auto,Collision,2024-11-21,2807.14,1000,1807.14,Denied,11,ADJ015,BC,0,1.2878109165674747,0,2,83,1,1,1,2226
CLM0001473,CUS002826,Auto,Collision,2024-08-06,2354.61,1000,1354.61,Approved,31,ADJ011,AB,0,1.1235238505636298,0,2,82,1,1,1,2435
CLM0001474,CUS004429,Auto,Collision,2024-08-31,3448.1,1000,2448.1,Closed,13,ADJ036,BC,0,0.7046101335309813,1,1,95,1,0,2,3816
CLM0001475,CUS000970,Auto,Comprehensive,2024-06-07,1741.66,750,991.66,Closed,10,ADJ023,QC,0,0.900156421419969,0,3,89,1,1,0,3589
CLM0001476,CUS002486,Auto,Liability,2025-02-05,15266.25,1000,14266.25,Approved,17,ADJ047,ON,2,1.0480446430156716,0,2,99,1,0,2,1286
CLM0001477,CUS002006,Auto,Collision,2024-09-22,11406.09,500,10906.09,Approved,33,ADJ039,BC,1,1.2993344296795282,1,4,90,1,1,2,1997
CLM0001478,CUS000783,Auto,Collision,2025-01-03,6665.54,750,5915.54,Denied,11,ADJ005,ON,0,1.2701922265109071,0,0,79,1,1,1,2
CLM0001479,CUS003931,Auto,Liability,2024-03-28,18507.35,750,17757.35,Approved,9,ADJ030,NL,0,1.2366643555489256,0,1,77,1,0,0,3799
CLM0001480,CUS000859,Auto,Collision,2024-11-26,3951.42,500,3451.42,Approved,9,ADJ017,ON,1,0.7377706596087757,0,3,84,1,1,1,500
CLM0001481,CUS004922,Auto,Collision,2025-02-02,4926.66,500,4426.66,Denied,24,ADJ032,BC,0,0.8202579285635435,0,4,99,1,1,0,2877
CLM0001482,CUS004952,Home,Theft,2024-06-28,1659.28,2000,0.0,Approved,3,ADJ006,ON,0,1.1686495202004585,0,4,76,1,1,2,3748
CLM0001483,CUS001723,Auto,Theft,2024-07-23,18579.32,750,17829.32,Approved,22,ADJ032,QC,0,1.1034446015736492,0,2,89,1,0,3,3681
CLM0001484,CUS004710,Auto,Theft,2025-06-08,30292.58,1000,29292.58,Approved,5,ADJ044,ON,0,0.9972919071978752,1,2,83,1,0,0,3438
CLM0001485,CUS004264,Auto,Liability,2025-03-06,3278.27,1000,2278.27,Approved,10,ADJ030,QC,0,0.7616811691815003,0,0,89,0,1,1,778
CLM0001486,CUS000462,Auto,Comprehensive,2025-01-26,2652.23,750,1902.23,Denied,60,ADJ044,ON,1,0.7912350492596377,0,1,82,0,0,2,3139
CLM0001487,CUS003704,Auto,Liability,2025-06-30,32992.64,1000,31992.64,Approved,10,ADJ042,ON,0,0.7443542109584652,0,2,78,1,1,0,1553
CLM0001488,CUS000786,Home,Theft,2024-09-25,1994.01,1500,494.01,Approved,9,ADJ035,ON,0,0.7679523280803868,1,4,89,0,1,0,429
CLM0001489,CUS002843,Auto,Liability,2025-01-18,18710.17,750,17960.17,Closed,35,ADJ032,ON,1,1.1434089922978408,1,4,83,1,0,3,1205
CLM0001490,CUS001598,Auto,Theft,2024-03-12,17353.13,250,17103.13,Denied,32,ADJ004,QC,2,0.7808528611257366,1,1,75,1,0,1,3115
CLM0001491,CUS003501,Auto,Collision,2024-08-05,1496.84,750,746.84,Approved,8,ADJ007,QC,0,0.8202529802886903,0,1,87,1,0,2,3184
CLM0001492,CUS001238,Home,Water Damage,2025-07-07,5718.81,1500,4218.81,Approved,7,ADJ014,ON,0,0.7089590180756854,1,0,90,1,1,1,2560
CLM0001493,CUS004640,Auto,Comprehensive,2025-11-21,1368.99,250,1118.99,Approved,7,ADJ042,ON,0,0.8737695030718529,0,4,90,1,0,0,4599
CLM0001494,CUS002236,Home,Water Damage,2025-07-01,4629.07,2000,2629.07,Approved,5,ADJ017,BC,0,0.8330504244800484,0,3,95,1,1,2,864
CLM0001495,CUS002017,Auto,Liability,2024-10-18,1694.89,1000,694.89,Approved,6,ADJ002,ON,0,1.001183282911767,0,0,84,1,0,0,3163
CLM0001496,CUS004919,Auto,Comprehensive,2024-08-29,5060.89,750,4310.89,Approved,30,ADJ001,QC,1,0.7014083259105534,0,2,91,1,0,1,418
CLM0001497,CUS003342,Auto,Vandalism,2024-11-21,511.58,1000,0.0,Approved,12,ADJ002,ON,0,0.7232348096751572,1,0,79,0,0,0,3811
CLM0001498,CUS002958,Home,Vandalism,2024-07-03,1937.48,1000,937.48,Under Review,25,ADJ043,QC,2,0.7104396001314992,0,0,81,1,0,1,3420
CLM0001499,CUS004038,Home,Fire,2025-11-08,23001.43,2000,21001.43,Approved,25,ADJ028,BC,3,2.6272206718864775,1,13,69,1,0,3,540
CLM0001500,CUS000378,Home,Fire,2025-05-19,71169.61,2000,69169.61,Approved,12,ADJ020,MB,0,0.999370470386198,1,0,84,1,1,0,2855
CLM0001501,CUS000595,Home,Weather,2025-12-18,3794.34,1500,2294.34,Under Review,11,ADJ036,NL,0,0.9538284408552403,0,0,87,1,0,1,3043
CLM0001502,CUS003269,Home,Fire,2025-07-01,450063.12,500,449563.12,Under Review,14,ADJ001,QC,0,0.7418381503731721,0,4,88,1,0,0,3382
CLM0001503,CUS004299,Auto,Theft,2024-09-09,8987.85,250,8737.85,Denied,5,ADJ042,ON,0,1.1269180055749057,1,2,81,1,0,0,2182
CLM0001504,CUS000008,Auto,Collision,2025-03-16,11783.95,750,11033.95,Denied,17,ADJ010,ON,0,1.185208226188664,1,3,77,1,0,0,4146
CLM0001505,CUS004197,Home,Water Damage,2025-09-17,20404.64,1500,18904.64,Approved,12,ADJ028,NS,2,2.964569971444079,0,4,42,0,0,6,2800
CLM0001506,CUS000032,Home,Water Damage,2025-03-04,3003.94,2000,1003.94,Approved,47,ADJ026,QC,1,2.8203013330523508,1,13,48,0,1,3,2923
CLM0001507,CUS001096,Home,Water Damage,2024-02-25,4346.83,2000,2346.83,Denied,39,ADJ003,ON,0,1.2714662907778234,0,1,96,1,0,3,717
CLM0001508,CUS000598,Auto,Collision,2024-01-19,2322.2,250,2072.2,Under Review,11,ADJ049,BC,0,0.9267939234740513,0,0,81,0,1,0,2791
CLM0001509,CUS001210,Auto,Collision,2024-04-08,8821.45,1000,7821.45,Closed,23,ADJ018,BC,1,1.0651152302892442,0,2,76,1,1,3,551
CLM0001510,CUS001027,Auto,Collision,2024-12-16,2289.69,750,1539.69,Approved,7,ADJ023,QC,0,1.151547526823724,1,2,96,1,0,0,149
CLM0001511,CUS004107,Home,Water Damage,2025-07-20,8163.28,2000,6163.28,Approved,13,ADJ034,QC,1,1.1704064754354873,1,1,96,0,1,3,2906
CLM0001512,CUS004651,Home,Fire,2024-10-19,53698.59,2000,51698.59,Closed,13,ADJ027,ON,0,1.107535313128451,1,4,82,1,1,3,4003
CLM0001513,CUS002588,Auto,Liability,2025-01-05,8304.1,250,8054.1,Closed,10,ADJ020,QC,1,0.8373387859438131,0,1,88,1,0,3,3335
CLM0001514,CUS004939,Auto,Theft,2024-04-01,13818.56,750,13068.56,Approved,3,ADJ008,BC,1,0.9589487086153328,0,1,86,0,0,3,1150
CLM0001515,CUS004305,Auto,Comprehensive,2024-04-30,724.04,750,0.0,Approved,18,ADJ040,QC,1,1.1306992065591306,0,0,78,1,1,1,1933
CLM0001516,CUS000042,Auto,Comprehensive,2024-04-15,1600.3,1000,600.3,Under Review,24,ADJ014,ON,1,1.2353278361206188,1,4,97,1,1,1,4346
CLM0001517,CUS001976,Home,Water Damage,2025-10-31,6238.0,1000,5238.0,Denied,56,ADJ034,BC,0,1.2188308424305148,0,1,79,1,1,2,2965
CLM0001518,CUS000927,Auto,Liability,2024-03-03,26701.78,1000,25701.78,Denied,13,ADJ018,ON,2,0.7315502343480091,0,1,94,1,1,0,952
CLM0001519,CUS001517,Auto,Collision,2024-06-20,4714.23,1000,3714.23,Under Review,7,ADJ046,QC,0,0.8439773665281608,0,3,77,0,1,2,3522
CLM0001520,CUS001749,Auto,Liability,2024-06-07,6627.25,1000,5627.25,Under Review,9,ADJ035,SK,1,0.8497229453015058,0,1,80,1,1,1,3706
CLM0001521,CUS004226,Auto,Vandalism,2025-02-21,2859.63,1000,1859.63,Approved,25,ADJ029,ON,0,0.8626796242153401,0,3,91,1,1,1,2157
CLM0001522,CUS000599,Auto,Collision,2024-07-11,9062.61,750,8312.61,Denied,6,ADJ031,QC,0,1.0324681315523683,0,2,96,1,0,0,-515
CLM0001523,CUS000940,Home,Water Damage,2024-11-06,3595.12,2000,1595.12,Approved,19,ADJ012,NS,1,1.137834793348087,0,0,75,0,0,0,2546
CLM0001524,CUS004992,Auto,Comprehensive,2025-07-16,15088.31,1000,14088.31,Under Review,10,ADJ005,ON,0,1.2355472860091754,0,2,90,1,1,1,2419
CLM0001525,CUS004356,Auto,Collision,2024-02-06,4590.28,1000,3590.28,Approved,11,ADJ004,NS,1,0.7101568428890589,0,3,97,0,1,0,3199
CLM0001526,CUS002809,Auto,Collision,2024-01-16,16627.68,1000,15627.68,Denied,35,ADJ014,QC,0,1.1371605347378313,1,3,89,1,0,1,336
CLM0001527,CUS002060,Auto,Liability,2024-03-07,2632.43,750,1882.43,Under Review,49,ADJ005,ON,1,0.8887924036283817,0,3,98,1,1,3,2391
CLM0001528,CUS000548,Auto,Liability,2024-03-18,19691.16,500,19191.16,Closed,19,ADJ040,AB,0,0.8526637084242835,0,1,78,0,1,1,593
CLM0001529,CUS000052,Auto,Collision,2025-02-01,7996.74,500,7496.74,Approved,12,ADJ012,ON,2,0.784746522521482,0,0,90,0,1,0,588
CLM0001530,CUS002287,Auto,Liability,2024-04-01,5525.61,1000,4525.61,Approved,16,ADJ033,ON,2,1.1520797843335733,1,3,86,1,0,1,3964
CLM0001531,CUS003736,Auto,Collision,2025-12-08,3919.73,250,3669.73,Approved,4,ADJ021,BC,0,0.7353763699627976,0,2,96,0,0,0,4786
CLM0001532,CUS002718,Auto,Collision,2024-10-19,4669.23,750,3919.23,Approved,3,ADJ004,ON,0,0.826698208039927,0,2,79,0,0,0,1452
CLM0001533,CUS004159,Auto,Liability,2025-09-07,2875.38,1000,1875.38,Under Review,21,ADJ024,ON,7,1.786933001195694,1,12,62,1,1,6,2392
CLM0001534,CUS001630,Auto,Collision,2025-07-25,2754.1,750,2004.1,Approved,17,ADJ017,AB,1,0.9378190368508578,0,1,84,0,1,1,3951
CLM0001535,CUS002069,Home,Theft,2024-05-03,926.16,1500,0.0,Approved,27,ADJ028,QC,1,1.2665150535517924,0,0,93,0,1,2,3100
CLM0001536,CUS003245,Auto,Collision,2024-12-11,7087.63,500,6587.63,Under Review,20,ADJ023,QC,2,0.7743374984853568,0,3,79,1,0,0,4353
CLM0001537,CUS001037,Auto,Collision,2025-02-04,5416.88,500,4916.88,Denied,23,ADJ024,QC,0,0.8899933997042471,0,0,83,1,1,2,2588
CLM0001538,CUS001185,Auto,Theft,2025-10-14,13216.84,750,12466.84,Approved,4,ADJ045,QC,0,1.1501258667807484,0,4,98,1,0,1,1558
CLM0001539,CUS000291,Auto,Comprehensive,2024-10-01,1004.82,750,254.82,Approved,14,ADJ006,QC,0,1.2967100532359095,0,4,94,0,0,1,150
CLM0001540,CUS000710,Auto,Collision,2024-08-10,1871.25,750,1121.25,Approved,9,ADJ033,ON,1,0.9275389560734687,1,0,95,1,1,1,2944
CLM0001541,CUS004458,Auto,Comprehensive,2025-04-21,2809.61,750,2059.61,Approved,12,ADJ020,BC,0,0.8970211776434702,0,2,92,1,1,0,3615
CLM0001542,CUS001576,Home,Liability,2025-10-20,18707.69,2000,16707.69,Under Review,19,ADJ033,QC,0,0.829549655035017,0,2,96,1,0,1,661
CLM0001543,CUS004738,Auto,Theft,2025-12-10,15238.34,750,14488.34,Denied,35,ADJ013,AB,0,1.1768177225830279,1,3,93,0,1,1,921
CLM0001544,CUS004847,Home,Fire,2025-08-14,83505.13,2000,81505.13,Denied,15,ADJ004,ON,0,0.8652392544855281,1,3,92,1,0,1,3681
CLM0001545,CUS001568,Home,Water Damage,2024-05-11,1478.19,1500,0.0,Approved,6,ADJ030,ON,1,0.7353790636213281,1,0,94,1,0,1,3568
CLM0001546,CUS004874,Home,Water Damage,2025-03-27,4930.15,1500,3430.15,Under Review,15,ADJ012,QC,1,0.7197579977917361,1,1,95,0,1,2,886
CLM0001547,CUS003091,Home,Water Damage,2024-06-11,5306.67,1500,3806.67,Approved,4,ADJ017,SK,0,0.9452463264741592,0,1,77,1,0,3,4219
CLM0001548,CUS002281,Auto,Collision,2025-12-01,1530.55,1000,530.55,Approved,18,ADJ036,QC,0,0.8063301738129298,1,2,92,1,0,0,3544
CLM0001549,CUS004329,Auto,Collision,2024-10-14,3915.94,1000,2915.94,Approved,19,ADJ014,NB,0,1.2341924014536623,0,4,81,1,1,2,2457
CLM0001550,CUS004482,Home,Fire,2025-10-22,22831.5,2000,20831.5,Denied,10,ADJ040,QC,0,1.1073476833463243,1,3,83,1,1,0,4388
CLM0001551,CUS001335,Home,Weather,2025-12-24,16708.86,2000,14708.86,Under Review,7,ADJ039,AB,0,1.1955864536246428,0,0,88,1,1,0,1302
CLM0001552,CUS002513,Auto,Comprehensive,2025-06-03,1043.63,750,293.63,Under Review,12,ADJ015,ON,1,0.818871689912001,0,0,79,0,1,1,2773
CLM0001553,CUS001621,Auto,Theft,2024-01-18,14549.77,750,13799.77,Approved,11,ADJ035,ON,0,1.1898329246910646,0,2,78,1,0,2,4615
CLM0001554,CUS003639,Auto,Collision,2025-10-11,3005.84,250,2755.84,Approved,38,ADJ012,QC,0,0.7454418369126917,1,1,78,0,1,0,3925
CLM0001555,CUS002500,Auto,Collision,2024-06-15,9253.61,500,8753.61,Approved,29,ADJ014,QC,0,2.446225686336212,0,2,41,0,1,4,2127
CLM0001556,CUS001487,Auto,Comprehensive,2025-09-08,4752.08,750,4002.08,Denied,39,ADJ043,NS,5,1.2456434799142186,0,9,71,0,0,11,1706
