claim_id,anomaly_score,ml_fraud_probability,risk_score,risk_category,flagged_for_review,requires_investigation
CLM0000993,17.63022818674741,0.0,7.1,Low,False,False
CLM0000994,19.050033928381392,0.0,7.6,Low,False,False
CLM0000995,21.003709726467058,0.0,8.4,Low,False,False
CLM0000996,13.040755224056344,0.0,5.2,Low,False,False
CLM0000997,10.718185224843635,0.0,4.3,Low,False,False
CLM0000998,37.15183624228143,0.0,14.9,Low,False,False
CLM0000999,10.22777061702227,0.0,4.1,Low,False,False
CLM0001000,8.324476087022624,0.0,3.3,Low,False,False
CLM0001001,10.113842807292706,0.0,4.0,Low,False,False
CLM0001002,16.378285583610985,0.0,6.6,Low,False,False
CLM0001003,12.993689329685365,0.0,5.2,Low,False,False
CLM0001004,19.559106021751184,0.0,7.8,Low,False,False
CLM0001005,9.956203275687681,0.0,4.0,Low,False,False
CLM0001006,10.600460115565102,0.0,4.2,Low,False,False
CLM0001007,33.96780189099699,0.0,13.6,Low,False,False
CLM0001008,18.063143014786288,0.0,7.2,Low,False,False
CLM0001009,18.20223252024634,0.0,7.3,Low,False,False
CLM0001010,30.917848429265547,0.0,12.4,Low,False,False
CLM0001011,24.637436668385902,0.0,9.9,Low,False,False
CLM0001012,38.11986997697433,0.0,15.2,Low,False,False
CLM0001013,16.39284041780168,0.0,6.6,Low,False,False
CLM0001014,9.207465803229542,0.0,3.7,Low,False,False
CLM0001015,18.818832451411428,0.0,7.5,Low,False,False
CLM0001016,16.524365609677982,0.0,6.6,Low,False,False
CLM0001017,3.9130832670421722,0.0,1.6,Low,False,False
CLM0001018,22.26662682493268,0.0,8.9,Low,False,False
CLM0001019,17.0978390537039,0.0,6.8,Low,False,False
CLM0001020,12.739294732733974,0.0,5.1,Low,False,False
CLM0001021,46.47291089191812,0.0,18.6,Low,False,False
CLM0001022,47.59334117207912,0.0,19.0,Low,False,False
CLM0001023,44.199824312472245,0.0,17.7,Low,False,False
CLM0001024,15.102722615426078,0.0,6.0,Low,False,False
CLM0001025,14.059190247031129,0.0,5.6,Low,False,False
CLM0001026,9.962156829287228,0.0,4.0,Low,False,False
CLM0001027,15.998982310556952,0.0,6.4,Low,False,False
CLM0001028,16.73813421837833,0.0,6.7,Low,False,False
CLM0001029,13.488792944430305,0.0,5.4,Low,False,False
CLM0001030,32.62409449549482,0.0,13.0,Low,False,False
CLM0001031,19.49189371562773,0.0,7.8,Low,False,False
CLM0001032,6.583537150493202,0.0,2.6,Low,False,False
CLM0001033,12.100722440233113,0.0,4.8,Low,False,False
CLM0001034,51.61230176861598,0.0,20.6,Low,False,False
CLM0001035,19.08251124967745,0.0,7.6,Low,False,False
CLM0001036,39.54262628974067,0.0,15.8,Low,False,False
CLM0001037,7.149801841765369,0.0,2.9,Low,False,False
CLM0001038,15.044366970060963,0.0,6.0,Low,False,False
CLM0001039,36.0535536922831,0.0,14.4,Low,False,False
CLM0001040,45.126427437713815,0.6359276757486413,18.4,Low,False,False
CLM0001041,8.73035616277048,0.0,3.5,Low,False,False
CLM0001042,8.863821543822159,0.0,3.5,Low,False,False
CLM0001043,17.228636659464193,0.0,6.9,Low,False,False
CLM0001044,38.36474699775727,0.0,15.3,Low,False,False
CLM0001045,15.0458697018924,0.0,6.0,Low,False,False
CLM0001046,9.259701335550542,0.0,3.7,Low,False,False
CLM0001047,79.38563048327137,100.0,91.8,Critical,True,True
CLM0001048,46.601243874104256,99.75526173136299,78.5,Critical,True,False
CLM0001049,18.006481548856556,0.0,7.2,Low,False,False
CLM0001050,6.123305714069261,0.0,2.4,Low,False,False
CLM0001051,40.18676445935543,0.0,16.1,Low,False,False
CLM0001052,8.40672990878838,0.0,3.4,Low,False,False
CLM0001053,6.530365809326611,0.0,2.6,Low,False,False
CLM0001054,31.68379454301149,0.0,12.7,Low,False,False
CLM0001055,49.806020431150735,99.33333333333333,79.5,Critical,True,False
CLM0001056,4.873375056075513,0.0,1.9,Low,False,False
CLM0001057,78.34234619711667,100.0,91.3,Critical,True,True
CLM0001058,22.21923109186679,0.0,8.9,Low,False,False
CLM0001059,89.70956410121498,100.0,95.9,Critical,True,True
CLM0001060,17.074244720035036,0.0,6.8,Low,False,False
CLM0001061,18.935790362907166,0.0,7.6,Low,False,False
CLM0001062,58.01458979779163,100.0,83.2,Critical,True,False
CLM0001063,7.033025255594627,0.0,2.8,Low,False,False
CLM0001064,15.84127267906682,0.0,6.3,Low,False,False
CLM0001065,35.98627409762164,0.0,14.4,Low,False,False
CLM0001066,21.17436726115649,0.0,8.5,Low,False,False
CLM0001067,37.25124642222302,0.0,14.9,Low,False,False
CLM0001068,8.048572091162864,0.0,3.2,Low,False,False
CLM0001069,13.569927324418929,0.0,5.4,Low,False,False
CLM0001070,15.168350320093893,0.0,6.1,Low,False,False
CLM0001071,6.106857899237084,0.0,2.4,Low,False,False
CLM0001072,17.19069964866845,0.0,6.9,Low,False,False
CLM0001073,14.374467014044278,0.0,5.7,Low,False,False
CLM0001074,36.41395367900551,0.0,14.6,Low,False,False
CLM0001075,9.564593422672951,0.0,3.8,Low,False,False
CLM0001076,16.17090931328492,0.0,6.5,Low,False,False
CLM0001077,15.926337322513684,0.0,6.4,Low,False,False
CLM0001078,12.620173051196504,0.0,5.0,Low,False,False
CLM0001079,19.355977621525376,0.0,7.7,Low,False,False
CLM0001080,29.802540941674703,1.0375388440024862,12.5,Low,False,False
CLM0001081,13.942463194100563,0.0,5.6,Low,False,False
CLM0001082,38.734514127852506,0.0,15.5,Low,False,False
CLM0001083,15.149353229331663,0.0,6.1,Low,False,False
CLM0001084,25.333186499725493,0.0,10.1,Low,False,False
CLM0001085,25.248483217785257,0.0,10.1,Low,False,False
CLM0001086,20.703837004249813,0.0,8.3,Low,False,False
CLM0001087,7.248397614074564,0.0,2.9,Low,False,False
CLM0001088,16.78946233000519,0.0,6.7,Low,False,False
CLM0001089,17.060419138430472,0.0,6.8,Low,False,False
CLM0001090,71.0627181149965,99.96115975966136,88.4,Critical,True,True
CLM0001091,23.376769023232914,0.0,9.4,Low,False,False
CLM0001092,34.68907186890814,0.0,13.9,Low,False,False
CLM0001093,23.604952604644737,0.0,9.4,Low,False,False
CLM0001094,12.606020111093175,0.0,5.0,Low,False,False
CLM0001095,13.516374167678824,0.0,5.4,Low,False,False
CLM0001096,21.57121526596997,0.0,8.6,Low,False,False
CLM0001097,9.241297623732802,0.0,3.7,Low,False,False
CLM0001098,38.99933582905008,0.0,15.6,Low,False,False
CLM0001099,22.112540519121758,0.0,8.8,Low,False,False
CLM0001100,27.20556715266158,0.0,10.9,Low,False,False
CLM0001101,65.69569145456336,0.0,26.3,Medium,False,False
CLM0001102,17.762969483022196,0.0,7.1,Low,False,False
CLM0001103,17.200297445792934,0.0,6.9,Low,False,False
CLM0001104,17.069450885101833,0.0,6.8,Low,False,False
CLM0001105,8.378398067851444,0.0,3.4,Low,False,False
CLM0001106,14.470685711545938,0.0,5.8,Low,False,False
CLM0001107,31.359500725739466,0.0,12.5,Low,False,False
CLM0001108,16.64371960799098,0.0,6.7,Low,False,False
CLM0001109,29.614393673763594,0.0,11.8,Low,False,False
CLM0001110,15.045086342171876,0.0,6.0,Low,False,False
CLM0001111,42.8614762629285,0.0,17.1,Low,False,False
CLM0001112,20.256004002744376,0.0,8.1,Low,False,False
CLM0001113,61.37129316634321,99.93134168133804,84.5,Critical,True,False
CLM0001114,14.377095198976587,0.0,5.8,Low,False,False
CLM0001115,25.381175227119314,0.0,10.2,Low,False,False
CLM0001116,43.97793763570487,0.0,17.6,Low,False,False
CLM0001117,21.48527750993504,0.0,8.6,Low,False,False
CLM0001118,35.10504935917951,0.0,14.0,Low,False,False
CLM0001119,37.758345815897776,0.0,15.1,Low,False,False
CLM0001120,70.62337916104818,99.33333333333333,87.8,Critical,True,True
CLM0001121,27.363978001260136,0.0,10.9,Low,False,False
CLM0001122,16.73360738778663,0.0,6.7,Low,False,False
CLM0001123,10.859589366095157,0.0,4.3,Low,False,False
CLM0001124,20.61218228354772,0.0,8.2,Low,False,False
CLM0001125,10.457190603869837,0.0,4.2,Low,False,False
CLM0001126,13.447164561688385,0.0,5.4,Low,False,False
CLM0001127,82.64246014760715,100.0,93.1,Critical,True,True
CLM0001128,9.468056599434282,0.0,3.8,Low,False,False
CLM0001129,17.57179568852716,0.0,7.0,Low,False,False
CLM0001130,19.21354748701113,0.0,7.7,Low,False,False
CLM0001131,12.711972894778434,0.0,5.1,Low,False,False
CLM0001132,11.878314677531321,0.0,4.8,Low,False,False
CLM0001133,23.803937809631503,0.0,9.5,Low,False,False
CLM0001134,12.094172443818907,0.0,4.8,Low,False,False
CLM0001135,26.083027797615433,0.0,10.4,Low,False,False
CLM0001136,75.42566919281533,100.0,90.2,Critical,True,True
CLM0001137,25.515619475068906,0.0,10.2,Low,False,False
CLM0001138,10.223828370033816,0.0,4.1,Low,False,False
CLM0001139,13.48373883260422,0.0,5.4,Low,False,False
CLM0001140,13.314964272760854,0.0,5.3,Low,False,False
CLM0001141,15.870328163728942,0.0,6.3,Low,False,False
CLM0001142,16.7840310523646,0.0,6.7,Low,False,False
CLM0001143,20.780079573750843,0.0,8.3,Low,False,False
CLM0001144,7.435495841912843,0.0,3.0,Low,False,False
CLM0001145,7.444808290272742,0.0,3.0,Low,False,False
CLM0001146,23.258275390081597,0.0,9.3,Low,False,False
CLM0001147,25.546211243661745,0.0,10.2,Low,False,False
CLM0001148,23.110558641218894,0.0,9.2,Low,False,False
CLM0001149,22.428984215672333,0.0,9.0,Low,False,False
CLM0001150,16.88484089088589,0.0,6.8,Low,False,False
CLM0001151,65.85952860630171,100.0,86.3,Critical,True,True
CLM0001152,29.238483630582245,2.9816001854565157,13.5,Low,False,False
CLM0001153,34.54816706906264,0.0,13.8,Low,False,False
CLM0001154,12.080790573299872,0.0,4.8,Low,False,False
CLM0001155,8.604739002040851,0.0,3.4,Low,False,False
CLM0001156,23.08053370119407,0.0,9.2,Low,False,False
CLM0001157,29.824607686758455,0.0,11.9,Low,False,False
CLM0001158,5.595143579451878,0.0,2.2,Low,False,False
CLM0001159,14.39669038826904,0.0,5.8,Low,False,False
CLM0001160,46.73202958152497,0.0,18.7,Low,False,False
CLM0001161,12.35056462021097,0.0,4.9,Low,False,False
CLM0001162,18.176551504293958,0.0,7.3,Low,False,False
CLM0001163,22.861062920518837,0.0,9.1,Low,False,False
CLM0001164,84.84191105299426,100.0,93.9,Critical,True,True
CLM0001165,14.439745246942149,0.0,5.8,Low,False,False
CLM0001166,20.496564762231095,0.0,8.2,Low,False,False
CLM0001167,28.59526754044944,0.0,11.4,Low,False,False
CLM0001168,60.91777044038649,0.0,24.4,Low,False,False
CLM0001169,33.137186661035734,0.0,13.3,Low,False,False
CLM0001170,24.85080099489262,0.0,9.9,Low,False,False
CLM0001171,6.74445463463158,0.0,2.7,Low,False,False
CLM0001172,26.733921446172094,0.0,10.7,Low,False,False
CLM0001173,9.442096699899938,0.0,3.8,Low,False,False
CLM0001174,13.866025601124509,0.0,5.5,Low,False,False
CLM0001175,27.39638052667307,0.0,11.0,Low,False,False
CLM0001176,11.856212987509506,0.0,4.7,Low,False,False
CLM0001177,2.7486526132324163,0.0,1.1,Low,False,False
CLM0001178,30.394001227653977,0.0,12.2,Low,False,False
CLM0001179,7.51081830949466,0.0,3.0,Low,False,False
CLM0001180,18.9900742959358,0.0,7.6,Low,False,False
CLM0001181,11.802329758266195,0.0,4.7,Low,False,False
CLM0001182,57.3871421751508,99.91556899860149,82.9,Critical,True,False
CLM0001183,12.154945769120584,0.0,4.9,Low,False,False
CLM0001184,17.13369423698343,0.0,6.9,Low,False,False
CLM0001185,53.01271931362841,99.96717347981347,81.2,Critical,True,False
CLM0001186,19.97389259571949,0.0,8.0,Low,False,False
CLM0001187,5.779062592501005,0.0,2.3,Low,False,False
CLM0001188,20.233922868813558,0.0,8.1,Low,False,False
CLM0001189,12.669790555366166,0.0,5.1,Low,False,False
CLM0001190,14.11836937751605,0.0,5.6,Low,False,False
CLM0001191,36.03267821487025,0.0,14.4,Low,False,False
CLM0001192,83.4793712051624,100.0,93.4,Critical,True,True
CLM0001193,12.147683403926967,0.0,4.9,Low,False,False
CLM0001194,27.87926672695272,0.0,11.2,Low,False,False
CLM0001195,29.360585620473913,0.0,11.7,Low,False,False
CLM0001196,22.6245586550576,0.0,9.0,Low,False,False
CLM0001197,35.67524514991883,0.0,14.3,Low,False,False
CLM0001198,19.848487782919477,0.0,7.9,Low,False,False
CLM0001199,7.3938888179422175,0.0,3.0,Low,False,False
CLM0001200,21.790190880153702,0.0,8.7,Low,False,False
CLM0001201,12.626186639731563,0.0,5.1,Low,False,False
CLM0001202,46.227239556688716,0.0,18.5,Low,False,False
CLM0001203,28.1180721766921,0.4892861047337925,11.5,Low,False,False
CLM0001204,35.86118550877718,0.0,14.3,Low,False,False
CLM0001205,17.50302675210976,0.0,7.0,Low,False,False
CLM0001206,12.20817003359491,0.0,4.9,Low,False,False
CLM0001207,73.44349197043644,100.0,89.4,Critical,True,True
CLM0001208,10.603732247053655,0.0,4.2,Low,False,False
CLM0001209,17.353778709894073,0.0,6.9,Low,False,False
CLM0001210,31.572420095499776,1.1488351878977836,13.3,Low,False,False
CLM0001211,12.277031542958639,0.0,4.9,Low,False,False
CLM0001212,55.40085490443579,97.76386664863578,80.8,Critical,True,False
CLM0001213,15.897951654790743,0.0,6.4,Low,False,False
CLM0001214,9.383031962330557,0.0,3.8,Low,False,False
CLM0001215,21.18555200499459,0.0,8.5,Low,False,False
CLM0001216,7.95335172079289,0.0,3.2,Low,False,False
CLM0001217,17.84989427458844,0.0,7.1,Low,False,False
CLM0001218,9.644637602944162,0.0,3.9,Low,False,False
CLM0001219,47.62545215727359,0.0,19.1,Low,False,False
CLM0001220,13.294141706576424,0.0,5.3,Low,False,False
CLM0001221,18.696465871056343,0.0,7.5,Low,False,False
CLM0001222,44.54518180562022,0.0,17.8,Low,False,False
CLM0001223,46.29303952024364,0.0,18.5,Low,False,False
CLM0001224,78.69001154261427,100.0,91.5,Critical,True,True
CLM0001225,33.47234105010308,0.0,13.4,Low,False,False
CLM0001226,40.463048099005285,0.0,16.2,Low,False,False
CLM0001227,9.879086447183806,0.0,4.0,Low,False,False
CLM0001228,22.946653520940576,0.0,9.2,Low,False,False
CLM0001229,26.847511429439987,0.0,10.7,Low,False,False
CLM0001230,21.87687780944624,0.0,8.8,Low,False,False
CLM0001231,15.076679164574925,0.0,6.0,Low,False,False
CLM0001232,14.409248182599443,0.0,5.8,Low,False,False
CLM0001233,6.15938648226404,0.0,2.5,Low,False,False
CLM0001234,25.308644436531267,0.0,10.1,Low,False,False
CLM0001235,57.684865679795074,0.0,23.1,Low,False,False
CLM0001236,14.030560480910104,0.0,5.6,Low,False,False
CLM0001237,37.54957934420386,0.0,15.0,Low,False,False
CLM0001238,18.047791883466335,0.0,7.2,Low,False,False
CLM0001239,12.77166789874733,0.0,5.1,Low,False,False
CLM0001240,18.570974861155275,0.0,7.4,Low,False,False
CLM0001241,15.654246571514207,0.0,6.3,Low,False,False
CLM0001242,31.152704644768747,0.0,12.5,Low,False,False
CLM0001243,21.655511854981093,0.0,8.7,Low,False,False
CLM0001244,44.34643654273393,0.0,17.7,Low,False,False
CLM0001245,13.216783614005212,0.0,5.3,Low,False,False
CLM0001246,10.348266825258046,0.0,4.1,Low,False,False
CLM0001247,10.188654367848194,0.0,4.1,Low,False,False
CLM0001248,5.157590619354091,0.0,2.1,Low,False,False
CLM0001249,41.1014244406778,0.0,16.4,Low,False,False
CLM0001250,15.89398083316822,0.0,6.4,Low,False,False
CLM0001251,17.743387905818896,0.0,7.1,Low,False,False
CLM0001252,11.380398334301688,0.0,4.6,Low,False,False
CLM0001253,22.767720707167193,0.0,9.1,Low,False,False
CLM0001254,10.273831407194656,0.0,4.1,Low,False,False
CLM0001255,74.41721087976238,0.0,29.8,Medium,False,False
CLM0001256,19.65766124614181,0.0,7.9,Low,False,False
CLM0001257,17.463729581265007,0.0,7.0,Low,False,False
CLM0001258,19.325154299785495,0.0,7.7,Low,False,False
CLM0001259,27.4867265111995,0.0,11.0,Low,False,False
CLM0001260,47.06961839519309,0.0,18.8,Low,False,False
CLM0001261,20.964056707845447,0.0,8.4,Low,False,False
CLM0001262,7.821686665133065,0.0,3.1,Low,False,False
CLM0001263,18.73963706667505,0.0,7.5,Low,False,False
CLM0001264,14.031921724627228,0.0,5.6,Low,False,False
CLM0001265,21.25432868472672,0.0,8.5,Low,False,False
CLM0001266,12.836443904892747,0.0,5.1,Low,False,False
CLM0001267,14.486722144604103,0.0,5.8,Low,False,False
CLM0001268,18.125644445514734,0.0,7.3,Low,False,False
CLM0001269,33.21499310431463,0.0,13.3,Low,False,False
CLM0001270,15.333957402373343,0.0,6.1,Low,False,False
CLM0001271,7.1801721978893,0.0,2.9,Low,False,False
CLM0001272,64.29707808602623,100.0,85.7,Critical,True,True
CLM0001273,6.83353516669587,0.0,2.7,Low,False,False
CLM0001274,40.78086265025639,0.0,16.3,Low,False,False
CLM0001275,32.93018596284097,0.0,13.2,Low,False,False
CLM0001276,40.866991651298314,0.3708721773358193,16.6,Low,False,False
CLM0001277,30.625932585773675,0.0,12.3,Low,False,False
CLM0001278,6.659164205714663,0.0,2.7,Low,False,False
CLM0001279,12.27600243058018,0.0,4.9,Low,False,False
CLM0001280,75.17092277928683,100.0,90.1,Critical,True,True
CLM0001281,38.34043263914138,0.0,15.3,Low,False,False
CLM0001282,62.648721257786,0.0,25.1,Medium,False,False
CLM0001283,17.044301679368246,0.0,6.8,Low,False,False
CLM0001284,15.267577856457615,0.5609239484634281,6.4,Low,False,False
CLM0001285,28.440733452316003,0.0,11.4,Low,False,False
CLM0001286,25.44113604499294,0.0,10.2,Low,False,False
CLM0001287,13.90507492418095,0.0,5.6,Low,False,False
CLM0001288,25.78026304648471,0.0,10.3,Low,False,False
CLM0001289,24.637555903188556,0.0,9.9,Low,False,False
CLM0001290,12.01392245330104,0.0,4.8,Low,False,False
CLM0001291,66.80794918438926,99.31620768477197,86.3,Critical,True,True
CLM0001292,15.076026553652788,0.0,6.0,Low,False,False
CLM0001293,14.528571903217092,0.0,5.8,Low,False,False
CLM0001294,30.66459321362097,0.0,12.3,Low,False,False
CLM0001295,34.019545475262746,0.0,13.6,Low,False,False
CLM0001296,4.334669030210536,0.0,1.7,Low,False,False
CLM0001297,18.228228538313964,0.0,7.3,Low,False,False
CLM0001298,46.440846786957835,0.0,18.6,Low,False,False
CLM0001299,14.971543934166121,0.0,6.0,Low,False,False
CLM0001300,30.05630860144245,0.0,12.0,Low,False,False
CLM0001301,21.29019830762251,0.0,8.5,Low,False,False
CLM0001302,12.081330743225237,0.0,4.8,Low,False,False
CLM0001303,11.323557859982635,0.0,4.5,Low,False,False
CLM0001304,24.703871323577964,0.0,9.9,Low,False,False
CLM0001305,5.060642795196357,0.0,2.0,Low,False,False
CLM0001306,9.351880174380833,0.0,3.7,Low,False,False
CLM0001307,28.785537012569474,0.0,11.5,Low,False,False
CLM0001308,15.024577872834488,0.0,6.0,Low,False,False
CLM0001309,77.18789376542571,99.33333333333333,90.5,Critical,True,True
CLM0001310,14.042072927010253,0.0,5.6,Low,False,False
CLM0001311,11.97324615248786,0.0,4.8,Low,False,False
CLM0001312,9.927652934617138,0.0,4.0,Low,False,False
CLM0001313,14.564024357183559,0.0,5.8,Low,False,False
CLM0001314,5.207082119408202,0.0,2.1,Low,False,False
CLM0001315,24.047617264916187,0.0,9.6,Low,False,False
CLM0001316,12.259718078612913,0.0,4.9,Low,False,False
CLM0001317,39.42118205477902,4.690280412658077,18.6,Low,False,False
CLM0001318,21.841222811962524,0.0,8.7,Low,False,False
CLM0001319,23.262449813859764,0.0,9.3,Low,False,False
CLM0001320,23.291283295261056,0.0,9.3,Low,False,False
CLM0001321,18.15988006389032,0.0,7.3,Low,False,False
CLM0001322,44.017397315661334,0.0,17.6,Low,False,False
CLM0001323,12.29904755272181,0.0,4.9,Low,False,False
CLM0001324,10.925255669186152,0.0,4.4,Low,False,False
CLM0001325,21.149179697513187,0.0,8.5,Low,False,False
CLM0001326,10.607794984085583,0.0,4.2,Low,False,False
CLM0001327,21.286312297527832,0.0,8.5,Low,False,False
CLM0001328,28.70186072775056,0.0,11.5,Low,False,False
CLM0001329,42.37234898421332,0.0,16.9,Low,False,False
CLM0001330,49.477244682557185,0.4219283980296496,20.0,Low,False,False
CLM0001331,22.797334103374546,0.0,9.1,Low,False,False
CLM0001332,3.830645758154716,0.0,1.5,Low,False,False
CLM0001333,10.130539294640428,0.0,4.1,Low,False,False
CLM0001334,28.480078954420883,0.0,11.4,Low,False,False
CLM0001335,20.418526530361625,0.0,8.2,Low,False,False
CLM0001336,31.893751522892956,0.0,12.8,Low,False,False
CLM0001337,20.744089567992287,0.0,8.3,Low,False,False
CLM0001338,19.651676189421853,0.0,7.9,Low,False,False
CLM0001339,19.7724050579826,0.0,7.9,Low,False,False
CLM0001340,12.692318458806062,0.0,5.1,Low,False,False
CLM0001341,20.530039116949595,0.0,8.2,Low,False,False
CLM0001342,24.561575871042262,0.0,9.8,Low,False,False
CLM0001343,14.25847148823365,0.0,5.7,Low,False,False
CLM0001344,15.824325044372312,0.0,6.3,Low,False,False
CLM0001345,28.73937499965904,0.0,11.5,Low,False,False
CLM0001346,68.54520658685514,0.0,27.4,Medium,False,False
CLM0001347,13.20224709380431,0.0,5.3,Low,False,False
CLM0001348,12.156741621804946,0.0,4.9,Low,False,False
CLM0001349,74.57592756486888,99.96717347981347,89.8,Critical,True,True
CLM0001350,28.064249364940775,0.0,11.2,Low,False,False
CLM0001351,22.86669200637863,0.0,9.1,Low,False,False
CLM0001352,36.47246856081156,0.0,14.6,Low,False,False
CLM0001353,25.657019037107588,0.0,10.3,Low,False,False
CLM0001354,12.926179579138463,0.0,5.2,Low,False,False
CLM0001355,16.6523418103765,0.0,6.7,Low,False,False
CLM0001356,17.01234468525996,0.0,6.8,Low,False,False
CLM0001357,14.083760865222917,0.0,5.6,Low,False,False
CLM0001358,15.699203054190214,0.0,6.3,Low,False,False
CLM0001359,67.38428831141134,0.0,27.0,Medium,False,False
CLM0001360,26.746536501713216,0.0,10.7,Low,False,False
CLM0001361,13.419016942044792,0.0,5.4,Low,False,False
CLM0001362,28.677779372313317,0.0,11.5,Low,False,False
CLM0001363,12.326819595181105,0.0,4.9,Low,False,False
CLM0001364,15.194474908121114,0.0,6.1,Low,False,False
CLM0001365,12.069581397639851,0.0,4.8,Low,False,False
CLM0001366,20.43135553334209,0.0,8.2,Low,False,False
CLM0001367,41.504780956711194,6.2062068620013,20.3,Low,False,False
CLM0001368,24.885261903026766,0.0,10.0,Low,False,False
CLM0001369,14.428352494926234,0.0,5.8,Low,False,False
CLM0001370,15.69294299994608,0.0,6.3,Low,False,False
CLM0001371,19.574684688234502,0.0,7.8,Low,False,False
CLM0001372,61.81394568950181,100.0,84.7,Critical,True,False
CLM0001373,13.306822720987032,0.0,5.3,Low,False,False
CLM0001374,10.9191488019039,0.0,4.4,Low,False,False
CLM0001375,30.33541524368776,0.0,12.1,Low,False,False
CLM0001376,38.44757899344044,0.0,15.4,Low,False,False
CLM0001377,19.41066727779941,0.0,7.8,Low,False,False
CLM0001378,9.85989747891315,0.0,3.9,Low,False,False
CLM0001379,14.125131110401323,0.0,5.7,Low,False,False
CLM0001380,19.883440813204935,0.0,8.0,Low,False,False
CLM0001381,10.248028444685353,0.0,4.1,Low,False,False
CLM0001382,25.319487531928342,0.0,10.1,Low,False,False
CLM0001383,5.062768919341442,0.0,2.0,Low,False,False
CLM0001384,28.630481486100447,0.0,11.5,Low,False,False
CLM0001385,16.809265522890893,0.0,6.7,Low,False,False
CLM0001386,16.95065930064551,0.0,6.8,Low,False,False
CLM0001387,19.712334134742015,0.0,7.9,Low,False,False
CLM0001388,17.351516139010027,0.0,6.9,Low,False,False
CLM0001389,25.125130426819766,0.0,10.1,Low,False,False
CLM0001390,75.92233689540798,100.0,90.4,Critical,True,True
CLM0001391,25.402200849147462,0.0,10.2,Low,False,False
CLM0001392,53.39340414172501,100.0,81.4,Critical,True,False
CLM0001393,18.86682972271555,0.0,7.5,Low,False,False
CLM0001394,14.31813484506328,0.0,5.7,Low,False,False
CLM0001395,32.461385159774935,0.0,13.0,Low,False,False
CLM0001396,65.15171463181386,100.0,86.1,Critical,True,True
CLM0001397,9.104902627058776,0.0,3.6,Low,False,False
CLM0001398,11.419667120953015,0.0,4.6,Low,False,False
CLM0001399,17.672089265780023,0.0,7.1,Low,False,False
CLM0001400,69.38333406259869,100.0,87.8,Critical,True,True
CLM0001401,14.565094118621126,0.0,5.8,Low,False,False
CLM0001402,24.600110162502663,0.0,9.8,Low,False,False
CLM0001403,13.189294993357892,0.0,5.3,Low,False,False
CLM0001404,19.199955893194122,0.0,7.7,Low,False,False
CLM0001405,14.543713048660866,0.0,5.8,Low,False,False
CLM0001406,19.943448475159396,0.0,8.0,Low,False,False
CLM0001407,13.793869029699135,0.0,5.5,Low,False,False
CLM0001408,28.164978983491316,0.0,11.3,Low,False,False
CLM0001409,15.692689942612493,0.0,6.3,Low,False,False
CLM0001410,11.173949386226445,0.0,4.5,Low,False,False
CLM0001411,19.964458808635122,0.0,8.0,Low,False,False
CLM0001412,21.750684764564966,0.0,8.7,Low,False,False
CLM0001413,20.63103430326655,0.0,8.3,Low,False,False
CLM0001414,67.49902094453743,100.0,87.0,Critical,True,True
CLM0001415,32.93896820193141,0.0,13.2,Low,False,False
CLM0001416,44.83318522224104,0.0,17.9,Low,False,False
CLM0001417,21.489217713111387,0.0,8.6,Low,False,False
CLM0001418,10.771568654063813,0.0,4.3,Low,False,False
CLM0001419,36.02961994343406,0.0,14.4,Low,False,False
CLM0001420,55.56271521759986,0.0,22.2,Low,False,False
CLM0001421,7.652272886438427,0.0,3.1,Low,False,False
CLM0001422,16.402631706684467,0.0,6.6,Low,False,False
CLM0001423,25.784091592433313,0.0,10.3,Low,False,False
CLM0001424,5.371305338020161,0.0,2.1,Low,False,False
CLM0001425,23.376837276750628,0.0,9.4,Low,False,False
CLM0001426,9.515282117321854,0.0,3.8,Low,False,False
CLM0001427,13.25441814426085,0.0,5.3,Low,False,False
CLM0001428,15.780444565182606,0.0,6.3,Low,False,False
CLM0001429,20.562750905878758,0.0,8.2,Low,False,False
CLM0001430,33.10798211073457,0.0,13.2,Low,False,False
CLM0001431,31.343862035869364,0.0,12.5,Low,False,False
CLM0001432,73.02074530211837,99.99401211416655,89.2,Critical,True,True
CLM0001433,9.76666369824325,0.0,3.9,Low,False,False
CLM0001434,64.63162194148853,100.0,85.9,Critical,True,True
CLM0001435,7.85624703560599,0.0,3.1,Low,False,False
CLM0001436,44.12896723082754,0.0,17.7,Low,False,False
CLM0001437,51.02904148094864,1.3025943424153081,21.2,Low,False,False
CLM0001438,19.787044228626506,0.0,7.9,Low,False,False
CLM0001439,36.5897735067889,0.0,14.6,Low,False,False
CLM0001440,15.211121628546609,0.0,6.1,Low,False,False
CLM0001441,5.799079682294151,0.0,2.3,Low,False,False
CLM0001442,5.421993557103921,0.0,2.2,Low,False,False
CLM0001443,30.501355804678433,0.0,12.2,Low,False,False
CLM0001444,10.960661818548068,0.0,4.4,Low,False,False
CLM0001445,22.73453437462023,0.0,9.1,Low,False,False
CLM0001446,55.270134774978885,0.0,22.1,Low,False,False
CLM0001447,63.38400166519709,0.0,25.4,Medium,False,False
CLM0001448,13.211944925478969,0.0,5.3,Low,False,False
CLM0001449,36.96130808129988,0.0,14.8,Low,False,False
CLM0001450,59.28645191298858,99.96779829812267,83.7,Critical,True,False
CLM0001451,13.114971979542034,0.0,5.2,Low,False,False
CLM0001452,23.768643912627606,0.0,9.5,Low,False,False
